customer_id,signup_date,country,city,segment,lifetime_value_cents,is_active
0000111,2023-06-27,GB,Bristol,consumer,18986,1
0000112,2023-05-17,US,Boston,consumer,77207,1
0000113,2023-10-10,ES,Córdoba,consumer,19944,1
0000114,2023-11-29,BR,Belém,consumer,5431,1
0000115,2024-10-19,PL,Łódź,consumer,21298,1
0000116,2024-11-26,DE,Köln,enterprise,28562,1
0000117,2024-07-18,US,Boston,consumer,10161,1
0000118,2023-02-16,ES,Málaga,consumer,15617,1
0000119,2023-08-03,PL,Łódź,consumer,12258,1
0000120,2024-09-29,BR,Curitiba,consumer,39415,1
0000121,2023-07-03,GB,Manchester,consumer,17145,1
0000122,2024-04-07,CH,Zürich,consumer,11080,1
0000123,2024-09-08,FR,Besançon,enterprise,45351,1
0000124,2024-03-16,US,Boston,consumer,27441,1
0000125,2024-03-04,DE,Düsseldorf,consumer,5790,1
0000126,2024-04-11,SE,Örebro,smb,35742,1
0000127,2023-05-15,DE,Köln,consumer,33260,1
0000128,2024-01-31,DE,Düsseldorf,consumer,45756,1
0000129,2024-08-13,BR,São Paulo,consumer,11811,1
0000130,2023-06-18,PL,Łódź,consumer,8268,1
0000131,2024-12-08,US,Boston,smb,26049,1
0000132,2024-08-13,US,Portland,consumer,15832,1
0000133,2023-10-14,BR,Curitiba,smb,47656,1
0000134,2024-10-27,ES,Málaga,smb,3145,1
0000135,2023-03-02,US,Portland,consumer,9748,1
0000136,2023-03-02,US,Austin,smb,23693,1
0000137,2023-03-22,US,Austin,enterprise,15384,1
0000138,2023-03-11,ES,Córdoba,consumer,8475,1
0000139,2024-09-06,SE,Malmö,consumer,32825,1
0000140,2024-09-04,DE,Köln,smb,1021,1
0000141,2023-08-11,BR,Belém,enterprise,20341,1
0000142,2023-07-17,BR,Curitiba,consumer,22966,1
0000143,2023-08-16,US,Austin,consumer,19699,1
0000144,2024-11-01,US,Austin,consumer,9296,1
0000145,2023-08-09,SE,Örebro,consumer,17871,1
0000146,2024-05-13,BR,Belém,consumer,18365,1
0000147,2023-12-26,DE,Düsseldorf,consumer,13296,1
0000148,2024-05-26,US,Austin,consumer,29873,1
0000149,2023-08-04,US,Portland,consumer,39636,1
0000150,2024-04-08,BR,São Paulo,enterprise,7331,1
0000151,2023-10-31,GB,Leeds,consumer,15133,1
0000152,2024-02-01,US,Portland,consumer,27319,1
0000153,2024-03-11,GB,Manchester,smb,61554,1
0000154,2024-10-11,DE,Köln,consumer,1686,1
0000155,2024-12-10,IS,Reykjavík,consumer,16288,1
0000156,2023-09-09,GB,Manchester,consumer,3023,1
0000157,2023-02-24,GB,Manchester,consumer,7535,1
0000158,2024-02-16,US,Boston,consumer,21952,1
0000159,2023-12-17,CH,Basel,consumer,10159,1
0000160,2024-10-16,DE,Köln,smb,8545,1
0000161,2023-10-23,DE,München,consumer,17823,1
0000162,2024-10-30,GB,Leeds,enterprise,8211,1
0000163,2023-05-14,DE,Köln,consumer,26696,1
0000164,2023-07-08,FR,Nîmes,smb,21906,1
0000165,2024-12-29,PL,Łódź,consumer,26849,1
0000166,2024-12-29,GB,Leeds,enterprise,4416,1
0000167,2024-06-14,DE,Düsseldorf,enterprise,8418,1
0000168,2023-05-18,FR,Angers,consumer,11927,1
0000169,2023-05-20,US,Boston,smb,36318,1
0000170,2023-09-01,DE,Düsseldorf,smb,7718,1
0000171,2023-09-01,BR,Belém,enterprise,36864,1
0000172,2024-01-14,DE,Düsseldorf,smb,7222,1
0000173,2023-06-12,FR,Nîmes,consumer,6866,1
0000174,2023-08-06,PL,Łódź,smb,26408,1
0000175,2023-07-27,US,Austin,consumer,20042,1
0000176,2023-10-31,BR,Curitiba,consumer,21219,1
0000177,2024-02-15,PL,Łódź,consumer,28577,1
0000178,2023-08-24,US,Boston,consumer,9612,1
0000179,2023-11-14,GB,Leeds,consumer,20541,1
0000180,2024-02-16,PL,Łódź,consumer,19151,1
0000181,2024-07-12,GB,Bristol,consumer,11359,1
0000182,2023-03-11,US,Portland,consumer,31130,1
0000183,2024-02-27,US,Austin,consumer,19909,1
0000184,2023-03-15,ES,Córdoba,consumer,19428,1
0000185,2024-10-03,SE,Örebro,smb,15820,1
0000186,2024-10-10,US,Boston,enterprise,31301,1
0000187,2023-07-02,FR,Angers,consumer,14701,1
0000188,2023-11-01,GB,Leeds,smb,7251,1
0000189,2023-03-09,US,Austin,smb,5402,1
0000190,2023-11-17,SE,Örebro,consumer,11844,1
0000191,2024-09-20,US,Boston,smb,6368,1
0000192,2024-07-28,US,Portland,consumer,10749,1
0000193,2023-11-17,US,Portland,smb,23405,1
0000194,2023-10-03,US,Austin,consumer,31067,1
0000195,2023-12-28,GB,Manchester,enterprise,69951,1
0000196,2023-10-21,US,Austin,consumer,38574,1
0000197,2024-10-04,PL,Kraków,consumer,14349,1
0000198,2023-03-29,US,Boston,consumer,7643,1
0000199,2024-01-04,US,Portland,enterprise,24138,1
0000200,2023-05-26,BR,São Paulo,consumer,19674,1
0000201,2023-12-03,US,Boston,enterprise,11691,1
0000202,2024-05-13,BR,Belém,smb,2197,1
0000203,2024-03-02,US,Austin,consumer,3471,1
0000204,2023-06-02,GB,Manchester,consumer,27990,1
0000205,2023-09-22,US,Boston,consumer,64359,1
0000206,2024-10-10,BR,Curitiba,smb,9392,1
0000207,2024-09-23,US,Austin,consumer,11803,1
0000208,2023-08-27,BR,São Paulo,consumer,14021,1
0000209,2023-07-22,FR,Besançon,smb,24182,1
0000210,2023-12-31,ES,Gijón,consumer,28036,1
0000211,2023-03-03,GB,Leeds,smb,6869,1
0000212,2023-12-09,US,Boston,consumer,12884,1
0000213,2023-05-22,DE,Köln,consumer,39052,1
0000214,2024-04-02,DE,Köln,consumer,18204,1
0000215,2023-03-30,GB,Leeds,consumer,6507,1
0000216,2024-09-18,SE,Örebro,smb,20893,1
0000217,2024-08-20,US,Boston,consumer,9570,1
0000218,2024-06-11,PL,Gdańsk,smb,834,1
0000219,2024-06-27,BR,São Paulo,consumer,7302,1
0000220,2024-07-15,SE,Örebro,consumer,13012,1
0000221,2023-06-25,ES,Córdoba,consumer,17489,1
0000222,2023-07-17,GB,Manchester,enterprise,24802,1
0000223,2023-03-22,US,Austin,consumer,22440,1
0000224,2023-05-21,FR,Besançon,consumer,53246,1
0000225,2024-03-06,PL,Łódź,smb,7837,1
0000226,2023-04-06,US,Austin,smb,4689,1
0000227,2023-05-19,US,Portland,consumer,6861,1
0000228,2023-12-27,US,Boston,smb,19229,1
0000229,2024-04-02,DE,München,consumer,28078,1
0000230,2024-08-30,PL,Gdańsk,consumer,13220,1
0000231,2023-09-06,US,Portland,consumer,17291,1
0000232,2024-02-23,CH,Basel,consumer,14223,1
0000233,2024-09-04,SE,Örebro,enterprise,17315,1
0000234,2023-08-28,FR,Nîmes,consumer,36497,1
0000235,2023-02-12,US,Portland,smb,19631,1
0000236,2023-07-18,FR,Besançon,smb,5176,1
0000237,2024-02-14,CH,Zürich,consumer,24925,1
0000238,2023-05-06,GB,Bristol,consumer,5061,1
0000239,2023-02-28,BR,Curitiba,smb,18083,1
0000240,2023-10-02,IS,Akureyri,consumer,2829,1
0000241,2024-01-12,US,Portland,consumer,9727,1
0000242,2023-07-07,GB,Leeds,consumer,17986,1
0000243,2024-07-16,BR,Belém,consumer,9240,1
0000244,2024-03-19,FR,Angers,consumer,8825,1
0000245,2024-06-29,FR,Nîmes,consumer,25725,1
0000246,2023-03-26,PL,Kraków,consumer,2702,1
0000247,2024-04-18,FR,Besançon,smb,17903,1
0000248,2024-10-17,GB,Leeds,enterprise,20806,1
0000249,2023-08-03,GB,Bristol,consumer,24916,1
0000250,2023-08-03,SE,Malmö,consumer,8937,1
0000251,2024-07-22,US,Boston,smb,15376,1
0000252,2023-05-12,ES,Gijón,smb,8890,1
0000253,2023-07-20,DE,Köln,consumer,10707,1
0000254,2024-03-27,GB,Manchester,smb,5867,1
0000255,2024-01-01,FR,Angers,smb,68395,1
0000256,2024-05-03,US,Austin,consumer,1873,1
0000257,2024-10-13,CH,Basel,consumer,12899,1
0000258,2024-06-23,GB,Bristol,consumer,22791,1
0000259,2024-02-22,DE,Düsseldorf,smb,24678,1
0000260,2023-08-18,US,Austin,enterprise,17088,1
0000261,2023-12-25,GB,Bristol,smb,23344,1
0000262,2024-09-28,US,Austin,smb,4549,1
0000263,2024-11-20,US,Boston,consumer,10905,1
0000264,2024-04-02,US,Austin,consumer,13065,1
0000265,2024-11-05,GB,Bristol,enterprise,22910,1
0000266,2024-11-15,US,Austin,smb,6998,1
0000267,2023-04-26,DE,Düsseldorf,consumer,11543,1
0000268,2024-05-06,CH,Zürich,consumer,14796,1
0000269,2023-02-15,US,Austin,consumer,14071,1
0000270,2024-06-16,US,Portland,consumer,2969,1
0000271,2024-06-01,DE,München,consumer,18392,1
0000272,2023-12-28,ES,Gijón,smb,4312,1
0000273,2024-08-30,PL,Łódź,consumer,63205,1
0000274,2024-09-15,SE,Örebro,consumer,19970,1
0000275,2023-10-15,FR,Besançon,enterprise,23498,1
0000276,2024-03-01,US,Portland,consumer,9721,1
0000277,2023-09-19,FR,Besançon,consumer,10488,1
0000278,2023-04-11,DE,Köln,enterprise,26192,1
0000279,2024-03-08,BR,São Paulo,consumer,10586,1
0000280,2023-10-02,CH,Basel,enterprise,12321,1
0000281,2023-03-17,US,Boston,smb,7298,1
0000282,2023-03-02,US,Portland,consumer,966,1
0000283,2023-02-12,BR,Curitiba,consumer,12782,1
0000284,2024-02-18,US,Austin,consumer,12329,1
0000285,2023-10-15,IS,Selfoss,smb,30790,1
0000286,2024-04-07,SE,Örebro,smb,6712,1
0000287,2024-01-24,SE,Malmö,consumer,23850,1
0000288,2024-04-01,US,Boston,consumer,24718,1
0000289,2024-09-10,US,Boston,enterprise,12682,1
0000290,2025-01-01,US,Austin,smb,3180,1
0000291,2023-12-13,US,Austin,consumer,5981,1
0000292,2023-07-05,US,Portland,consumer,32294,1
0000293,2023-04-03,US,Boston,enterprise,6629,1
0000294,2024-02-01,PL,Kraków,smb,18528,1
0000295,2024-01-30,GB,Leeds,consumer,5389,1
0000296,2024-11-29,ES,Málaga,consumer,15687,1
0000297,2024-05-23,FR,Nîmes,consumer,18469,1
0000298,2024-09-27,FR,Besançon,enterprise,25973,1
0000299,2024-09-16,DE,Köln,consumer,1109,1
0000300,2024-10-16,BR,São Paulo,consumer,33464,1
0000301,2023-09-08,US,Portland,smb,16180,1
0000302,2023-05-18,US,Boston,consumer,47079,1
0000303,2023-04-15,FR,Besançon,smb,6831,1
0000304,2023-07-10,DE,München,smb,11784,1
0000305,2023-02-24,IS,Reykjavík,consumer,46771,1
0000306,2023-11-06,US,Austin,consumer,6642,1
0000307,2023-12-15,GB,Leeds,consumer,20751,1
0000308,2023-06-22,GB,Manchester,consumer,23659,1
0000309,2023-06-05,PL,Łódź,enterprise,19318,1
0000310,2024-11-08,BR,Curitiba,consumer,15992,1
0000311,2023-09-28,US,Portland,consumer,44254,1
0000312,2023-08-13,FR,Nîmes,consumer,36983,1
0000313,2024-09-20,FR,Besançon,consumer,15140,1
0000314,2023-11-13,GB,Leeds,consumer,5544,1
0000315,2023-06-25,SE,Göteborg,consumer,4384,1
0000316,2024-01-12,PL,Łódź,enterprise,14092,1
0000317,2023-11-24,BR,São Paulo,consumer,15133,1
0000318,2023-11-19,US,Boston,consumer,15519,1
0000319,2024-09-08,GB,Leeds,enterprise,13312,1
0000320,2023-10-24,US,Boston,consumer,4657,1
0000321,2024-05-06,FR,Besançon,consumer,2344,1
0000322,2023-09-25,DE,München,consumer,29798,1
0000323,2023-05-19,IS,Selfoss,enterprise,15456,1
0000324,2023-05-01,US,Portland,consumer,5603,1
0000325,2023-07-25,DE,Köln,consumer,35479,1
0000326,2023-09-15,US,Austin,consumer,13515,1
0000327,2024-09-19,CH,Basel,consumer,17668,1
0000328,2024-03-14,GB,Manchester,smb,9237,1
0000329,2024-03-08,GB,Leeds,enterprise,8821,1
0000330,2024-03-22,FR,Angers,smb,10797,1
0000331,2024-02-08,FR,Angers,consumer,5273,1
0000332,2024-09-19,US,Austin,consumer,38674,1
0000333,2023-02-13,SE,Malmö,consumer,5143,1
0000334,2023-04-04,US,Austin,smb,2100,1
0000335,2023-10-07,ES,Málaga,enterprise,13674,1
0000336,2024-04-11,BR,Curitiba,consumer,41439,1
0000337,2023-07-06,GB,Leeds,smb,7842,1
0000338,2023-04-10,US,Boston,consumer,11519,1
0000339,2024-03-06,GB,Bristol,consumer,11425,1
0000340,2023-07-31,IS,Akureyri,smb,15417,1
0000341,2023-03-22,US,Portland,smb,16574,1
0000342,2023-04-21,FR,Nîmes,consumer,90544,1
0000343,2024-04-07,US,Boston,consumer,29310,1
0000344,2024-03-21,BR,Curitiba,consumer,9998,1
0000345,2024-05-10,DE,Düsseldorf,consumer,18475,1
0000346,2024-04-12,PL,Łódź,consumer,19260,1
0000347,2024-11-30,CH,Zürich,consumer,24154,1
0000348,2024-05-09,SE,Örebro,consumer,3708,1
0000349,2023-11-20,FR,Nîmes,smb,8298,1
0000350,2023-04-26,US,Boston,consumer,4185,1
0000351,2024-11-23,US,Portland,smb,14465,1
0000352,2024-02-09,DE,Düsseldorf,consumer,6072,1
0000353,2024-07-14,US,Portland,consumer,2007,1
0000354,2023-10-03,FR,Besançon,consumer,14857,1
0000355,2024-05-28,GB,Bristol,smb,14677,1
0000356,2023-07-16,FR,Besançon,consumer,28924,1
0000357,2024-04-28,CH,Genève,consumer,5545,1
0000358,2023-03-06,GB,Leeds,consumer,34612,1
0000359,2024-03-10,FR,Nîmes,consumer,2634,1
0000360,2024-10-26,GB,Bristol,smb,9408,1
0000361,2024-11-05,US,Boston,smb,11661,1
0000362,2024-07-08,DE,München,consumer,8436,1
0000363,2023-08-03,US,Portland,consumer,3297,1
0000364,2024-06-08,US,Boston,consumer,16223,1
0000365,2024-12-02,DE,Köln,enterprise,8869,1
0000366,2024-08-10,SE,Malmö,consumer,12530,1
0000367,2024-04-07,FR,Besançon,smb,5648,1
0000368,2024-06-30,GB,Bristol,smb,20102,1
0000369,2024-08-25,SE,Malmö,consumer,29646,1
0000370,2024-07-14,FR,Angers,smb,38642,1
0000371,2023-08-17,IS,Selfoss,consumer,2041,1
0000372,2024-07-12,PL,Łódź,consumer,7013,1
0000373,2024-12-30,US,Boston,smb,13151,1
0000374,2023-07-07,ES,Córdoba,consumer,13113,1
0000375,2023-06-04,GB,Manchester,consumer,15897,1
0000376,2024-03-03,US,Austin,enterprise,20835,1
0000377,2023-05-28,PL,Gdańsk,consumer,18892,1
0000378,2023-03-06,DE,Köln,consumer,5208,1
0000379,2023-04-30,SE,Örebro,consumer,27479,1
0000380,2024-12-11,US,Boston,consumer,27835,1
0000381,2024-11-12,GB,Leeds,consumer,18619,1
0000382,2024-02-11,US,Austin,enterprise,19250,1
0000383,2024-09-24,BR,Curitiba,smb,20885,1
0000384,2023-06-09,BR,Curitiba,consumer,5141,1
0000385,2023-03-21,US,Austin,consumer,10049,1
0000386,2024-05-07,FR,Nîmes,consumer,14977,1
0000387,2023-06-02,SE,Malmö,smb,16574,1
0000388,2024-08-06,US,Portland,consumer,13760,1
0000389,2023-12-12,FR,Besançon,consumer,12219,1
0000390,2023-02-06,CH,Zürich,consumer,28507,1
0000391,2024-03-04,GB,Bristol,consumer,13799,1
0000392,2024-09-17,PL,Kraków,consumer,23368,1
0000393,2024-03-18,US,Portland,consumer,31844,1
0000394,2023-08-12,FR,Besançon,consumer,3825,1
0000395,2023-10-30,ES,Gijón,consumer,3317,1
0000396,2023-03-08,US,Portland,consumer,25272,1
0000397,2023-11-20,ES,Córdoba,consumer,3884,1
0000398,2024-12-04,US,Portland,consumer,11751,1
0000399,2024-09-03,US,Austin,consumer,39588,1
0000400,2024-06-04,SE,Göteborg,consumer,36049,1
0000401,2023-04-16,FR,Nîmes,consumer,25790,1
0000402,2023-12-05,GB,Manchester,consumer,16571,1
0000403,2024-08-22,FR,Angers,consumer,8021,1
0000404,2023-10-07,US,Boston,consumer,23636,1
0000405,2023-06-02,BR,Curitiba,consumer,24210,1
0000406,2024-10-29,GB,Manchester,smb,25614,1
0000407,2023-04-21,ES,Málaga,consumer,38773,1
0000408,2024-05-18,US,Portland,enterprise,2816,1
0000409,2023-04-03,FR,Angers,consumer,15614,1
0000410,2023-09-22,CH,Genève,smb,11416,1
0000411,2024-06-19,US,Boston,consumer,18979,1
0000412,2023-09-17,GB,Manchester,consumer,23358,1
0000413,2023-07-13,US,Austin,enterprise,1252,1
0000414,2023-03-06,ES,Córdoba,consumer,14946,1
0000415,2023-08-18,BR,Curitiba,consumer,17481,1
0000416,2023-02-18,GB,Bristol,consumer,21372,1
0000417,2023-08-30,DE,Köln,consumer,29622,1
0000418,2023-04-30,PL,Kraków,consumer,26443,1
0000419,2024-05-17,PL,Kraków,consumer,29399,1
0000420,2024-05-21,US,Boston,consumer,16215,1
0000421,2023-06-15,US,Austin,consumer,9580,1
0000422,2024-07-15,GB,Leeds,smb,6410,1
0000423,2024-12-18,BR,Curitiba,consumer,12751,1
0000424,2023-07-30,GB,Bristol,consumer,65120,1
0000425,2023-08-31,SE,Göteborg,smb,16809,1
0000426,2024-07-17,SE,Göteborg,consumer,16417,1
0000427,2024-04-23,US,Portland,smb,39031,1
0000428,2024-03-21,FR,Angers,consumer,32376,1
0000429,2024-04-20,US,Portland,consumer,5674,1
0000430,2024-12-27,DE,München,consumer,38835,1
0000431,2023-08-31,PL,Kraków,consumer,5418,1
0000432,2023-07-09,IS,Reykjavík,consumer,3061,1
0000433,2023-03-11,BR,Belém,smb,36137,1
0000434,2024-09-16,US,Portland,consumer,9164,1
0000435,2023-10-17,US,Boston,consumer,13310,1
0000436,2024-11-14,US,Austin,consumer,15730,1
0000437,2024-07-29,SE,Göteborg,enterprise,3913,1
0000438,2023-09-25,US,Portland,consumer,23942,1
0000439,2024-01-13,US,Portland,smb,15099,1
0000440,2023-12-12,GB,Manchester,smb,17194,1
0000441,2024-12-16,US,Austin,consumer,14234,1
0000442,2023-02-02,FR,Besançon,consumer,21511,1
0000443,2024-05-22,BR,Curitiba,enterprise,32334,1
0000444,2024-05-24,GB,Leeds,consumer,23081,1
0000445,2023-07-17,PL,Kraków,smb,24703,1
0000446,2024-04-29,US,Austin,consumer,7532,1
0000447,2024-03-31,BR,Curitiba,consumer,39768,1
0000448,2024-05-21,DE,Köln,enterprise,5200,1
0000449,2024-06-28,GB,Leeds,consumer,15936,1
0000450,2024-09-23,US,Austin,consumer,11181,1
0000451,2024-06-19,DE,Düsseldorf,consumer,20864,1
0000452,2024-11-15,DE,Düsseldorf,consumer,7865,1
0000453,2024-10-24,BR,Curitiba,consumer,12074,1
0000454,2024-12-08,CH,Basel,consumer,13884,1
0000455,2024-11-17,US,Austin,consumer,6824,1
0000456,2023-05-10,US,Austin,smb,8358,1
0000457,2024-03-11,FR,Angers,consumer,35502,1
0000458,2024-03-31,US,Austin,smb,15436,1
0000459,2023-12-21,FR,Besançon,consumer,45144,1
0000460,2023-07-26,SE,Malmö,consumer,1692,1
0000461,2023-10-05,GB,Leeds,consumer,24531,1
0000462,2023-07-25,DE,Köln,consumer,10963,1
0000463,2024-12-02,CH,Zürich,consumer,17241,1
0000464,2023-06-05,FR,Angers,consumer,18396,1
0000465,2024-08-29,US,Portland,enterprise,16322,1
0000466,2024-02-22,FR,Angers,consumer,39448,1
0000467,2024-02-18,PL,Łódź,consumer,5002,1
0000468,2024-08-20,US,Portland,smb,12231,1
0000469,2024-12-28,US,Portland,enterprise,7056,1
0000470,2023-12-02,GB,Manchester,consumer,47183,1
0000471,2023-12-27,CH,Basel,consumer,5217,1
0000472,2024-11-28,SE,Malmö,consumer,13682,1
0000473,2024-07-04,DE,Düsseldorf,consumer,3031,1
0000474,2023-07-21,CH,Basel,smb,16794,1
0000475,2024-10-01,SE,Örebro,consumer,4293,1
0000476,2024-01-02,US,Boston,enterprise,7491,1
0000477,2024-04-23,US,Austin,consumer,4017,1
0000478,2025-01-01,US,Austin,enterprise,19658,1
0000479,2023-05-25,FR,Besançon,smb,40764,1
0000480,2023-04-19,PL,Gdańsk,consumer,12211,1
0000481,2024-05-08,GB,Bristol,consumer,51254,1
0000482,2024-08-04,IS,Akureyri,smb,6604,1
0000483,2023-04-18,US,Boston,smb,4283,1
0000484,2024-10-24,DE,Köln,consumer,20431,1
0000485,2023-10-03,US,Portland,consumer,8450,1
0000486,2023-05-10,DE,Köln,enterprise,6925,1
0000487,2024-05-07,GB,Bristol,consumer,27842,1
0000488,2024-06-30,GB,Manchester,smb,12941,1
0000489,2023-08-31,FR,Nîmes,consumer,4010,1
0000490,2024-10-24,IS,Selfoss,consumer,1104,1
0000491,2024-08-15,GB,Manchester,consumer,14489,1
0000492,2023-05-16,ES,Gijón,consumer,20299,1
0000493,2024-02-27,US,Boston,smb,21948,1
0000494,2024-12-02,FR,Besançon,consumer,9248,1
0000495,2023-04-01,BR,Belém,enterprise,9477,1
0000496,2023-06-17,DE,Düsseldorf,consumer,5019,1
0000497,2024-06-13,GB,Bristol,consumer,16027,1
0000498,2023-02-22,BR,Belém,consumer,7547,1
0000499,2023-10-01,FR,Nîmes,consumer,23390,1
0000500,2024-05-22,US,Portland,consumer,35266,1
0000501,2023-11-24,GB,Bristol,consumer,9637,1
0000502,2024-04-25,US,Boston,consumer,15803,1
0000503,2023-06-20,DE,München,consumer,13093,1
0000504,2023-03-21,US,Boston,consumer,29279,1
0000505,2024-04-08,SE,Malmö,consumer,18789,1
0000506,2024-02-13,BR,Curitiba,consumer,8818,1
0000507,2024-11-13,CH,Genève,smb,45651,1
0000508,2024-04-11,BR,São Paulo,enterprise,29864,1
0000509,2023-05-08,BR,Curitiba,consumer,10381,1
