order_id,refunded_within_30d
ORD-00000744,0
ORD-00001905,0
ORD-00011212,0
ORD-00009885,0
ORD-00010222,0
ORD-00008399,0
ORD-00009280,0
ORD-00009035,0
ORD-00001337,0
ORD-00010748,0
ORD-00007828,0
ORD-00010681,0
ORD-00011490,0
ORD-00001325,0
ORD-00004445,0
ORD-00004446,0
ORD-00003369,1
ORD-00006202,0
ORD-00005226,0
ORD-00007604,0
ORD-00000748,0
ORD-00003143,0
ORD-00008223,0
ORD-00002950,0
ORD-00007133,0
ORD-00007510,0
ORD-00002566,0
ORD-00005615,0
ORD-00003146,0
ORD-00005019,0
ORD-00000269,1
ORD-00006089,0
ORD-00002265,0
ORD-00008380,0
ORD-00001250,0
ORD-00009663,0
ORD-00001081,1
ORD-00003772,0
ORD-00011381,1
ORD-00001930,0
ORD-00010124,0
ORD-00002344,0
ORD-00000047,0
ORD-00011399,0
ORD-00011949,0
ORD-00001056,0
ORD-00000148,0
ORD-00007627,0
ORD-00001722,0
ORD-00009436,0
ORD-00010399,0
ORD-00004591,0
ORD-00011478,0
ORD-00003737,0
ORD-00003783,0
ORD-00004079,0
ORD-00000394,0
ORD-00003121,0
ORD-00007258,0
ORD-00010821,0
ORD-00001285,0
ORD-00000601,0
ORD-00000046,0
ORD-00006936,0
ORD-00009653,1
ORD-00010343,0
ORD-00003759,0
ORD-00004755,0
ORD-00001288,0
ORD-00009986,0
ORD-00003047,0
ORD-00001703,0
ORD-00001531,0
ORD-00004920,0
ORD-00002708,0
ORD-00004286,0
ORD-00011838,0
ORD-00002393,0
ORD-00005428,0
ORD-00010199,0
ORD-00010710,0
ORD-00011197,0
ORD-00007248,0
ORD-00009002,0
ORD-00003279,0
ORD-00009348,0
ORD-00008575,0
ORD-00011248,0
ORD-00006476,0
ORD-00003536,0
ORD-00010373,1
ORD-00000657,0
ORD-00000555,0
ORD-00001900,0
ORD-00011656,0
ORD-00006575,0
ORD-00004678,1
ORD-00000145,0
ORD-00002005,1
ORD-00008653,0
ORD-00000730,1
ORD-00007714,0
ORD-00001377,0
ORD-00002992,0
ORD-00009694,0
ORD-00001111,0
ORD-00011120,0
ORD-00010242,1
ORD-00003076,0
ORD-00005442,1
ORD-00006738,0
ORD-00007276,0
ORD-00010337,0
ORD-00003667,0
ORD-00000187,0
ORD-00008731,0
ORD-00005835,0
ORD-00000302,0
ORD-00003351,0
ORD-00006330,0
ORD-00001458,0
ORD-00005021,0
ORD-00009487,0
ORD-00005853,0
ORD-00007802,1
ORD-00006291,0
ORD-00005310,0
ORD-00008934,0
ORD-00006413,1
ORD-00002925,0
ORD-00010646,0
ORD-00006702,0
ORD-00002036,0
ORD-00005319,0
ORD-00001276,1
ORD-00007128,0
ORD-00000215,0
ORD-00004396,0
ORD-00001645,0
ORD-00004113,0
ORD-00005282,1
ORD-00011442,0
ORD-00002388,0
ORD-00000183,1
ORD-00000496,0
ORD-00009587,0
ORD-00004103,0
ORD-00007094,0
ORD-00002568,0
ORD-00006546,1
ORD-00008171,0
ORD-00001760,0
ORD-00010836,0
ORD-00011421,0
ORD-00005366,0
ORD-00010871,0
ORD-00010478,0
ORD-00005034,1
ORD-00011112,0
ORD-00002196,0
ORD-00000245,0
ORD-00001651,0
ORD-00002343,0
ORD-00007342,0
ORD-00003164,0
ORD-00000596,0
ORD-00011634,0
ORD-00011986,0
ORD-00005123,0
ORD-00005219,0
ORD-00005212,0
ORD-00001380,0
ORD-00011295,0
ORD-00001420,0
ORD-00006940,0
ORD-00006660,0
ORD-00010096,0
ORD-00000414,0
ORD-00011904,1
ORD-00010978,0
ORD-00001947,0
ORD-00008764,1
ORD-00011593,0
ORD-00004189,1
ORD-00003505,0
ORD-00010180,0
ORD-00007235,0
ORD-00009923,0
ORD-00005016,0
ORD-00008444,0
ORD-00008418,0
ORD-00001407,0
ORD-00011739,0
ORD-00002844,0
ORD-00000009,1
ORD-00000283,0
ORD-00009237,0
ORD-00008208,0
ORD-00008233,0
ORD-00008959,0
ORD-00010798,0
ORD-00003325,0
ORD-00003630,0
ORD-00008983,0
ORD-00009908,1
ORD-00010168,0
ORD-00004243,0
ORD-00002356,0
ORD-00009778,0
ORD-00001656,0
ORD-00001990,0
ORD-00007504,0
ORD-00005324,0
ORD-00002177,0
ORD-00006554,1
ORD-00008489,0
ORD-00003799,0
ORD-00003905,0
ORD-00004552,0
ORD-00005939,0
ORD-00004785,0
ORD-00003227,0
ORD-00001280,0
ORD-00002173,0
ORD-00000931,0
ORD-00000058,0
ORD-00003339,0
ORD-00006171,0
ORD-00008991,0
ORD-00010147,0
ORD-00010431,0
ORD-00001572,0
ORD-00007667,0
ORD-00009112,0
ORD-00004978,0
ORD-00003544,0
ORD-00000802,0
ORD-00010449,0
ORD-00009268,0
ORD-00001811,1
ORD-00010078,0
ORD-00010579,0
ORD-00003238,0
ORD-00005120,0
ORD-00005688,0
ORD-00000976,0
ORD-00006385,0
ORD-00002694,0
ORD-00011026,0
ORD-00008054,1
ORD-00000100,0
ORD-00011238,0
ORD-00009395,0
ORD-00008597,0
ORD-00006459,1
ORD-00001059,0
ORD-00008273,0
ORD-00001477,0
ORD-00002814,0
ORD-00005390,0
ORD-00010157,0
ORD-00000121,0
ORD-00006594,1
ORD-00006516,0
ORD-00008338,0
ORD-00000037,1
ORD-00004888,0
ORD-00011056,0
ORD-00003454,0
ORD-00001221,1
ORD-00010835,0
ORD-00005967,1
ORD-00010735,0
ORD-00007647,0
ORD-00009647,0
ORD-00004545,0
ORD-00005354,1
ORD-00009581,0
ORD-00011995,0
ORD-00010073,0
ORD-00008488,0
ORD-00004293,0
ORD-00003197,1
ORD-00000989,0
ORD-00004120,0
ORD-00010376,0
ORD-00005657,0
ORD-00009086,0
ORD-00001992,0
ORD-00007109,0
ORD-00000549,0
ORD-00004934,0
ORD-00004366,0
ORD-00003747,0
ORD-00000405,0
ORD-00011755,0
ORD-00003481,0
ORD-00004267,0
ORD-00002701,0
ORD-00010029,0
ORD-00000914,0
ORD-00009096,0
ORD-00007194,0
ORD-00009446,0
ORD-00000293,0
ORD-00007744,0
ORD-00005683,0
ORD-00009167,0
ORD-00007680,1
ORD-00006466,0
ORD-00000895,0
ORD-00009419,0
ORD-00008954,0
ORD-00003774,0
ORD-00011653,0
ORD-00011871,0
ORD-00009347,0
ORD-00004624,0
ORD-00004470,0
ORD-00001642,0
ORD-00008342,1
ORD-00011898,0
ORD-00003706,0
ORD-00007256,0
ORD-00008019,0
ORD-00007069,0
ORD-00011553,0
ORD-00002605,0
ORD-00002232,0
ORD-00005963,0
ORD-00001090,1
ORD-00009017,0
ORD-00003243,0
ORD-00002224,0
ORD-00004703,0
ORD-00000673,0
ORD-00002752,1
ORD-00004993,0
ORD-00003725,0
ORD-00009754,0
ORD-00008126,0
ORD-00000355,0
ORD-00004815,1
ORD-00010675,0
ORD-00006932,0
ORD-00001857,0
ORD-00009962,0
ORD-00008860,0
ORD-00003829,0
ORD-00011680,1
ORD-00009808,0
ORD-00008857,0
ORD-00005189,0
ORD-00009760,1
ORD-00005272,0
ORD-00004631,1
ORD-00000841,0
ORD-00006038,0
ORD-00003999,0
ORD-00005042,0
ORD-00011588,0
ORD-00004417,0
ORD-00005107,1
ORD-00011965,0
ORD-00007649,0
ORD-00009431,0
ORD-00004952,0
ORD-00001682,0
ORD-00005956,0
ORD-00008202,0
ORD-00001782,0
ORD-00003979,0
ORD-00002160,0
ORD-00008554,0
ORD-00001544,0
ORD-00002595,0
ORD-00008701,0
ORD-00000978,0
ORD-00002932,0
ORD-00009210,0
ORD-00001576,0
ORD-00000599,0
ORD-00009534,1
ORD-00001073,0
ORD-00010812,0
ORD-00000769,0
ORD-00009045,0
ORD-00002071,0
ORD-00009893,0
ORD-00000864,0
ORD-00008309,0
ORD-00005177,0
ORD-00001861,0
ORD-00010961,0
ORD-00003955,0
ORD-00004098,0
ORD-00011441,0
ORD-00011519,0
ORD-00003038,0
ORD-00007428,0
ORD-00003988,0
ORD-00001726,0
ORD-00007062,0
ORD-00011694,0
ORD-00000756,1
ORD-00010050,0
ORD-00000618,0
ORD-00005027,0
ORD-00002475,0
ORD-00010285,0
ORD-00007670,0
ORD-00005082,0
ORD-00004585,0
ORD-00001014,0
ORD-00009620,0
ORD-00001643,0
ORD-00005788,0
ORD-00011271,0
ORD-00002572,0
ORD-00006900,0
ORD-00001323,0
ORD-00002556,1
ORD-00006236,0
ORD-00004370,0
ORD-00008197,0
ORD-00008453,0
ORD-00007697,1
ORD-00003897,0
ORD-00005304,0
ORD-00008686,0
ORD-00001220,1
ORD-00009168,0
ORD-00007567,0
ORD-00006156,0
ORD-00000224,0
ORD-00006464,0
ORD-00004076,1
ORD-00005555,1
ORD-00008638,0
ORD-00003980,0
ORD-00006685,0
ORD-00005399,0
ORD-00010487,0
ORD-00000190,0
ORD-00004962,0
ORD-00010502,0
ORD-00010328,0
ORD-00004690,0
ORD-00001257,0
ORD-00008746,1
ORD-00011885,0
ORD-00009810,0
ORD-00009150,0
ORD-00000663,0
ORD-00000535,0
ORD-00002190,0
ORD-00003087,0
ORD-00008782,0
ORD-00004121,1
ORD-00005058,0
ORD-00006122,0
ORD-00009642,0
ORD-00007476,0
ORD-00003203,0
ORD-00009646,0
ORD-00001421,1
ORD-00002219,0
ORD-00010179,0
ORD-00006163,0
ORD-00002770,0
ORD-00010674,0
ORD-00007707,0
ORD-00007986,0
ORD-00001235,0
ORD-00005942,0
ORD-00004947,0
ORD-00008242,1
ORD-00007972,0
ORD-00000250,0
ORD-00001904,1
ORD-00007162,0
ORD-00000901,0
ORD-00000840,0
ORD-00007222,0
ORD-00003321,0
ORD-00000447,0
ORD-00007947,0
ORD-00004004,0
ORD-00011853,0
ORD-00003299,0
ORD-00009135,0
ORD-00000723,0
ORD-00002042,0
ORD-00011447,0
ORD-00001195,0
ORD-00006781,0
ORD-00010592,0
ORD-00010930,0
ORD-00007515,0
ORD-00000364,0
ORD-00011259,0
ORD-00004644,0
ORD-00000553,0
ORD-00010818,0
ORD-00000501,1
ORD-00010881,0
ORD-00002112,0
ORD-00002335,0
ORD-00004319,0
ORD-00007955,0
ORD-00001457,0
ORD-00011863,0
ORD-00009426,0
ORD-00006003,0
ORD-00002175,0
ORD-00003870,0
ORD-00006544,0
ORD-00010054,0
ORD-00008544,0
ORD-00006792,0
ORD-00006382,1
ORD-00007760,1
ORD-00006269,0
ORD-00003434,0
ORD-00005312,0
ORD-00002457,0
ORD-00010551,0
ORD-00004661,0
ORD-00003635,0
ORD-00004898,0
ORD-00001655,0
ORD-00006619,0
ORD-00003185,0
ORD-00008205,0
ORD-00009529,0
ORD-00010746,0
ORD-00010662,0
ORD-00004724,0
ORD-00006608,0
ORD-00004756,0
ORD-00007876,0
ORD-00005580,0
ORD-00007084,0
ORD-00003391,0
ORD-00002931,0
ORD-00010495,0
ORD-00006367,0
ORD-00010064,0
ORD-00000351,0
ORD-00009011,0
ORD-00006467,0
ORD-00003007,0
ORD-00007740,0
ORD-00005875,0
ORD-00009162,0
ORD-00011576,0
ORD-00001222,0
ORD-00001873,0
ORD-00009610,1
ORD-00001625,0
ORD-00000900,0
ORD-00002661,0
ORD-00000349,0
ORD-00003016,0
ORD-00004012,0
ORD-00000378,0
ORD-00003225,0
ORD-00007326,0
ORD-00007123,0
ORD-00006699,0
ORD-00011173,0
ORD-00000070,0
ORD-00001879,1
ORD-00011854,0
ORD-00003035,0
ORD-00007904,0
ORD-00000717,0
ORD-00008500,0
ORD-00007132,0
ORD-00010627,0
ORD-00001993,1
ORD-00002625,0
ORD-00011353,0
ORD-00009455,0
ORD-00009492,0
ORD-00009457,0
ORD-00004550,0
ORD-00006683,0
ORD-00000048,0
ORD-00006854,0
ORD-00009069,1
ORD-00002220,0
ORD-00009708,0
ORD-00001552,0
ORD-00007637,0
ORD-00008690,0
ORD-00000805,0
ORD-00004253,0
ORD-00002342,0
ORD-00005536,0
ORD-00009870,0
ORD-00009921,0
ORD-00008792,0
ORD-00008247,0
ORD-00005666,1
ORD-00001886,1
ORD-00005764,0
ORD-00005038,0
ORD-00004271,1
ORD-00009070,0
ORD-00000671,0
ORD-00002045,0
ORD-00002261,0
ORD-00004090,0
ORD-00009023,0
ORD-00004436,0
ORD-00011077,0
ORD-00009804,0
ORD-00005231,0
ORD-00000654,0
ORD-00004416,0
ORD-00006461,0
ORD-00010492,0
ORD-00007835,0
ORD-00004242,0
ORD-00007031,0
ORD-00006365,0
ORD-00005905,0
ORD-00004510,0
ORD-00000972,0
ORD-00008874,0
ORD-00009699,1
ORD-00000159,0
ORD-00005986,0
ORD-00007097,1
ORD-00009507,0
ORD-00011790,0
ORD-00000941,0
ORD-00002579,0
ORD-00005232,0
ORD-00001343,1
ORD-00000325,1
ORD-00006916,0
ORD-00007479,0
ORD-00001261,0
ORD-00009393,0
ORD-00008417,0
ORD-00006844,0
ORD-00002288,0
ORD-00005084,0
ORD-00001553,0
ORD-00010273,0
ORD-00011667,0
ORD-00007030,0
ORD-00003274,0
ORD-00003952,1
ORD-00009158,0
ORD-00010266,0
ORD-00001927,0
ORD-00004379,0
ORD-00005335,0
ORD-00008080,0
ORD-00002276,0
ORD-00007499,0
ORD-00004994,1
ORD-00011480,0
ORD-00003178,0
ORD-00004356,0
ORD-00004881,0
ORD-00002238,0
ORD-00000560,0
ORD-00008298,1
ORD-00000023,0
ORD-00002522,0
ORD-00010633,0
ORD-00008679,0
ORD-00009498,0
ORD-00002979,0
ORD-00003659,0
ORD-00009771,0
ORD-00009281,0
ORD-00000441,0
ORD-00008145,1
ORD-00011812,0
ORD-00007633,0
ORD-00001764,0
ORD-00004152,0
ORD-00006264,0
ORD-00006284,0
ORD-00007275,0
ORD-00009061,0
ORD-00007092,0
ORD-00004072,0
ORD-00011479,0
ORD-00011820,0
ORD-00003637,0
ORD-00009220,0
ORD-00011218,0
ORD-00002447,0
ORD-00007638,0
ORD-00004706,0
ORD-00004937,0
ORD-00002684,0
ORD-00002223,0
ORD-00008555,0
ORD-00003473,0
ORD-00001839,1
ORD-00000087,0
ORD-00005136,0
ORD-00008236,0
ORD-00010899,0
ORD-00010983,0
ORD-00001817,1
ORD-00008936,0
ORD-00011323,0
ORD-00009104,1
ORD-00005274,0
ORD-00002399,0
ORD-00006470,0
ORD-00001672,0
ORD-00003404,0
ORD-00006480,0
ORD-00003935,0
ORD-00008003,0
ORD-00010032,0
ORD-00008930,1
ORD-00010292,0
ORD-00001044,1
ORD-00003393,0
ORD-00007343,1
ORD-00003324,0
ORD-00008670,0
ORD-00006245,0
ORD-00007974,0
ORD-00009054,0
ORD-00008182,0
ORD-00003492,0
ORD-00000980,1
ORD-00010300,0
ORD-00003084,0
ORD-00011348,0
ORD-00004482,0
ORD-00010070,0
ORD-00000126,0
ORD-00011037,1
ORD-00008853,0
ORD-00000958,0
ORD-00007289,0
ORD-00003318,0
ORD-00011410,0
ORD-00002818,0
ORD-00000482,0
ORD-00006658,0
ORD-00001275,0
ORD-00000084,0
ORD-00009938,0
ORD-00011674,0
ORD-00011253,0
ORD-00007421,0
ORD-00002956,0
ORD-00005934,0
ORD-00011455,0
ORD-00007752,1
ORD-00005170,0
ORD-00003319,0
ORD-00009550,1
ORD-00000473,0
ORD-00004348,0
ORD-00002251,0
ORD-00009074,0
ORD-00000068,0
ORD-00009720,0
ORD-00006749,0
ORD-00003709,0
ORD-00006809,0
ORD-00010994,0
ORD-00004918,0
ORD-00003021,0
ORD-00001579,0
ORD-00003559,0
ORD-00008699,1
ORD-00002499,0
ORD-00008576,1
ORD-00011973,0
ORD-00010339,0
ORD-00010987,0
ORD-00011372,1
ORD-00003414,0
ORD-00005622,0
ORD-00002402,0
ORD-00009693,0
ORD-00011107,0
ORD-00003110,1
ORD-00003228,0
ORD-00006903,0
ORD-00009156,0
ORD-00008349,0
ORD-00005230,0
ORD-00007142,0
ORD-00001176,0
ORD-00000396,0
ORD-00000861,0
ORD-00007501,0
ORD-00005444,0
ORD-00009274,0
ORD-00005863,1
ORD-00011522,0
ORD-00005589,1
ORD-00008947,0
ORD-00010288,0
ORD-00002690,0
ORD-00000847,0
ORD-00011574,0
ORD-00004526,0
ORD-00003888,0
ORD-00003283,0
ORD-00002482,0
ORD-00003753,0
ORD-00005812,0
ORD-00003697,1
ORD-00008826,1
ORD-00001201,1
ORD-00000296,0
ORD-00010986,0
ORD-00008267,0
ORD-00010669,0
ORD-00007014,0
ORD-00006518,0
ORD-00000666,0
ORD-00005321,1
ORD-00011752,0
ORD-00004765,0
ORD-00006325,1
ORD-00008487,0
ORD-00004105,0
ORD-00008768,0
ORD-00008603,0
ORD-00008598,0
ORD-00004479,0
ORD-00007153,0
ORD-00003195,0
ORD-00000020,1
ORD-00008845,0
ORD-00005308,0
ORD-00005960,0
ORD-00010740,0
ORD-00004821,1
ORD-00005906,0
ORD-00003525,0
ORD-00005048,0
ORD-00009997,0
ORD-00008124,0
ORD-00005957,0
ORD-00005305,0
ORD-00004310,0
ORD-00011836,0
ORD-00002800,0
ORD-00006396,0
ORD-00002977,0
ORD-00002167,0
ORD-00005110,1
ORD-00001318,0
ORD-00000810,0
ORD-00001871,1
ORD-00010608,0
ORD-00009166,0
ORD-00000961,0
ORD-00009445,0
ORD-00005236,0
ORD-00008814,0
ORD-00009187,0
ORD-00002085,0
ORD-00010838,0
ORD-00006219,0
ORD-00004150,0
ORD-00000387,0
ORD-00006009,0
ORD-00002802,0
ORD-00010989,0
ORD-00009286,0
ORD-00010356,0
ORD-00005220,0
ORD-00001628,0
ORD-00006601,0
ORD-00001334,0
ORD-00007653,0
ORD-00011152,0
ORD-00011568,0
ORD-00002228,0
ORD-00011950,0
ORD-00001711,1
ORD-00006340,0
ORD-00011403,1
ORD-00002750,0
ORD-00003875,0
ORD-00002496,0
ORD-00003742,0
ORD-00011776,1
ORD-00003480,0
ORD-00001289,0
ORD-00001138,0
ORD-00008125,0
ORD-00000552,0
ORD-00011025,0
ORD-00005405,0
ORD-00010768,0
ORD-00001889,0
ORD-00011452,0
ORD-00011043,0
ORD-00010626,0
ORD-00004930,0
ORD-00004828,0
ORD-00009823,0
ORD-00000192,0
ORD-00011741,0
ORD-00008354,0
ORD-00011947,0
ORD-00006093,0
ORD-00000906,0
ORD-00005607,0
ORD-00008691,0
ORD-00010366,0
ORD-00007045,1
ORD-00002600,0
ORD-00001341,0
ORD-00008001,0
ORD-00004844,0
ORD-00001112,0
ORD-00009386,0
ORD-00006277,0
ORD-00004488,0
ORD-00002240,0
ORD-00008224,0
ORD-00011610,0
ORD-00000080,0
ORD-00005374,0
ORD-00003685,1
ORD-00003379,0
ORD-00011294,0
ORD-00008755,1
ORD-00006686,0
ORD-00002707,0
ORD-00004977,1
ORD-00009935,0
ORD-00000439,0
ORD-00011000,0
ORD-00002543,0
ORD-00011263,0
ORD-00000408,0
ORD-00001178,0
ORD-00004469,0
ORD-00008010,0
ORD-00007960,1
ORD-00008806,0
ORD-00003745,0
ORD-00009442,0
ORD-00011179,0
ORD-00003220,1
ORD-00000890,0
ORD-00003981,0
ORD-00010721,0
ORD-00009574,0
ORD-00008367,0
ORD-00009401,0
ORD-00000412,0
ORD-00010763,0
ORD-00004886,0
ORD-00007621,0
ORD-00006640,0
ORD-00000332,1
ORD-00001985,1
ORD-00010395,0
ORD-00003569,0
ORD-00000845,0
ORD-00000633,0
ORD-00011160,0
ORD-00010925,0
ORD-00005612,0
ORD-00007043,0
ORD-00006063,0
ORD-00001078,0
ORD-00010015,0
ORD-00008618,1
ORD-00008072,0
ORD-00002619,1
ORD-00011073,0
ORD-00002143,0
ORD-00003808,1
ORD-00003346,0
ORD-00009561,1
ORD-00004940,0
ORD-00007202,0
ORD-00003653,0
ORD-00005954,0
ORD-00010756,0
ORD-00002345,0
ORD-00011515,0
ORD-00007582,0
ORD-00011640,1
ORD-00006250,0
ORD-00007570,0
ORD-00009812,0
ORD-00006267,0
ORD-00006799,0
ORD-00007895,0
ORD-00008559,0
ORD-00002476,0
ORD-00006812,0
ORD-00002755,0
ORD-00003692,0
ORD-00001986,0
ORD-00010840,0
ORD-00007834,0
ORD-00005514,0
ORD-00004895,0
ORD-00007640,0
ORD-00004769,0
ORD-00008772,0
ORD-00001647,0
ORD-00002009,0
ORD-00004509,0
ORD-00000030,0
ORD-00002555,1
ORD-00006570,0
ORD-00003558,0
ORD-00007466,0
ORD-00005071,1
ORD-00005726,0
ORD-00008525,0
ORD-00003804,0
ORD-00004989,0
ORD-00002068,0
ORD-00006929,0
ORD-00006642,0
ORD-00000780,0
ORD-00010323,0
ORD-00001854,0
ORD-00004062,1
ORD-00002233,0
ORD-00009261,1
ORD-00008568,0
ORD-00007175,0
ORD-00002385,0
ORD-00000254,1
ORD-00009383,0
ORD-00008339,1
ORD-00011292,1
ORD-00009331,0
ORD-00011600,0
ORD-00005423,0
ORD-00009319,0
ORD-00010013,0
ORD-00009527,0
ORD-00005186,0
ORD-00010020,0
ORD-00001208,0
ORD-00004691,0
ORD-00002235,0
ORD-00009906,1
ORD-00011624,0
ORD-00007579,0
ORD-00009188,0
ORD-00009503,0
ORD-00003830,0
ORD-00006059,1
ORD-00009279,0
ORD-00003192,0
ORD-00006196,0
ORD-00001570,1
ORD-00008844,0
ORD-00007065,0
ORD-00000131,0
ORD-00008849,0
ORD-00010187,0
ORD-00011209,0
ORD-00010585,0
ORD-00003395,0
ORD-00011679,0
ORD-00007431,0
ORD-00007036,0
ORD-00003958,0
ORD-00007010,0
ORD-00008162,1
ORD-00000451,0
ORD-00005898,0
ORD-00000417,0
ORD-00010116,0
ORD-00002347,0
ORD-00003566,0
ORD-00001606,0
ORD-00009696,0
ORD-00003297,0
ORD-00002241,0
ORD-00003513,0
ORD-00006324,0
ORD-00001729,0
ORD-00008079,0
ORD-00002222,0
ORD-00002765,0
ORD-00007493,0
ORD-00002197,0
ORD-00007497,0
ORD-00009147,0
ORD-00006820,0
ORD-00010100,0
ORD-00006161,0
ORD-00007596,0
ORD-00007294,0
ORD-00005810,0
ORD-00000338,0
ORD-00008477,1
ORD-00008586,0
ORD-00005436,0
ORD-00008129,0
ORD-00010311,0
ORD-00001632,0
ORD-00004731,0
ORD-00004184,0
ORD-00004853,0
ORD-00003770,0
ORD-00002466,0
ORD-00002952,0
ORD-00008327,0
ORD-00005647,0
ORD-00010729,0
ORD-00008537,1
ORD-00005711,0
ORD-00002145,0
ORD-00006493,0
ORD-00001453,1
ORD-00002361,0
ORD-00003062,0
ORD-00000401,0
ORD-00006469,0
ORD-00004254,0
ORD-00009585,0
ORD-00004711,0
ORD-00010071,0
ORD-00009763,0
ORD-00010504,0
ORD-00003304,0
ORD-00011750,0
ORD-00003206,1
ORD-00002943,0
ORD-00004635,0
ORD-00007792,0
ORD-00002951,0
ORD-00011881,0
ORD-00004587,0
ORD-00001308,0
ORD-00008741,0
ORD-00000692,0
ORD-00002654,0
ORD-00009944,0
ORD-00006656,0
ORD-00005527,0
ORD-00002759,1
ORD-00007287,0
ORD-00011789,0
ORD-00003989,0
ORD-00009394,0
ORD-00001097,0
ORD-00006877,0
ORD-00000345,0
ORD-00003261,0
ORD-00002548,0
ORD-00006771,0
ORD-00008173,0
ORD-00005294,0
ORD-00009339,0
ORD-00008048,0
ORD-00006124,0
ORD-00001652,0
ORD-00004268,0
ORD-00005496,0
ORD-00008900,0
ORD-00001895,1
ORD-00011171,1
ORD-00009306,0
ORD-00008370,0
ORD-00001866,0
ORD-00008174,0
ORD-00009873,0
ORD-00009666,0
ORD-00006808,0
ORD-00011861,0
ORD-00003517,0
ORD-00009520,0
ORD-00011661,0
ORD-00003626,0
ORD-00000071,0
ORD-00006481,0
ORD-00001492,0
ORD-00011742,0
ORD-00009199,0
ORD-00000706,0
ORD-00000557,0
ORD-00010521,0
ORD-00005309,1
ORD-00005052,1
ORD-00007050,1
ORD-00004125,0
ORD-00007822,0
ORD-00004359,0
ORD-00007563,0
ORD-00003069,0
ORD-00009015,0
ORD-00000359,0
ORD-00010068,0
ORD-00010025,0
ORD-00010683,0
ORD-00008222,0
ORD-00005790,0
ORD-00005400,0
ORD-00005736,0
ORD-00001502,0
ORD-00008827,0
ORD-00004338,0
ORD-00000583,0
ORD-00006345,0
ORD-00004303,0
ORD-00001448,0
ORD-00004826,0
ORD-00003329,0
ORD-00009118,1
ORD-00006604,0
ORD-00000767,1
ORD-00009327,1
ORD-00008589,0
ORD-00009797,0
ORD-00008244,0
ORD-00010145,0
ORD-00010803,0
ORD-00011979,0
ORD-00008046,1
ORD-00007348,0
ORD-00001910,0
ORD-00002373,0
ORD-00009700,0
ORD-00003282,0
ORD-00011927,0
ORD-00010216,0
ORD-00002000,0
ORD-00001499,1
ORD-00003469,0
ORD-00005452,0
ORD-00006898,0
ORD-00009040,0
ORD-00011625,0
ORD-00011106,0
ORD-00009406,0
ORD-00011899,0
ORD-00007077,0
ORD-00000920,0
ORD-00011719,1
ORD-00011988,0
ORD-00008591,1
ORD-00003416,0
ORD-00004023,0
ORD-00004633,0
ORD-00002809,1
ORD-00011396,0
ORD-00007473,1
ORD-00002330,0
ORD-00005868,0
